,Route_ID,User_ID,Sequence,Total_Duration,Total_Cost,Weather,Traffic_Level,Crowd_Density,Event_Impact,Optimal_Route_Preference,Satisfaction_Score,Age,Gender,Nationality,Travel_Companions,Budget_Category,Preferred_Theme,Preferred_Transport
88,89,65,"['Times Square', 'Uffizi Gallery', 'Machu Picchu', 'Statue of Liberty', 'Venice Canals']",445,6437,Sunny,Medium,Medium,Festival,"['Times Square', 'Uffizi Gallery', 'Machu Picchu', 'Statue of Liberty', 'Venice Canals']",2,40,Male,USA,Solo,Low,Relaxation,Taxi
89,90,6,"['Red Fort', 'Rocky Mountains', 'Kruger National Park']",423,6050,Cloudy,High,Medium,Holiday,"['Red Fort', 'Rocky Mountains', 'Kruger National Park']",2,36,Female,UK,Group,Low,Adventure,Bus
90,91,166,"[""St. Peter's Basilica"", 'Forbidden City', 'Uluru', 'Golden Gate Bridge', 'Budapest Parliament']",399,8167,Sunny,High,Low,,"[""St. Peter's Basilica"", 'Forbidden City', 'Uluru', 'Golden Gate Bridge', 'Budapest Parliament']",2,44,Male,Germany,Solo,Medium,Relaxation,Train
91,92,32,"['Roman Forum', 'Times Square', 'Uffizi Gallery', 'Temple of Karnak', 'Bora Bora', 'Santorini', 'Grand Canyon']",419,4527,Snowy,Low,Medium,Festival,"['Roman Forum', 'Times Square', 'Uffizi Gallery', 'Temple of Karnak', 'Bora Bora', 'Santorini', 'Grand Canyon']",5,59,Male,Germany,Solo,Medium,Relaxation,Bus
92,93,11,"['Statue of David', 'Prague Castle', 'Yellowstone National Park', 'Berlin Wall']",428,1951,Snowy,Low,Medium,,"['Statue of David', 'Prague Castle', 'Yellowstone National Park', 'Berlin Wall']",2,19,Female,UK,Friends,Medium,Food,Taxi
93,94,19,"['Terracotta Army', 'Sydney Opera House', 'Amber Fort', 'Sagrada Familia', 'Rocky Mountains', 'Machu Picchu Citadel']",178,1429,Snowy,High,High,Holiday,"['Terracotta Army', 'Sydney Opera House', 'Amber Fort', 'Sagrada Familia', 'Rocky Mountains', 'Machu Picchu Citadel']",5,32,Male,UK,Family,High,Nature,Train
94,95,107,"['Sistine Chapel', 'Times Square', 'Sydney Opera House', 'Red Fort', 'Banff National Park', 'Table Mountain', 'Iguazu Falls']",134,7616,Cloudy,Medium,High,Festival,"['Sistine Chapel', 'Times Square', 'Sydney Opera House', 'Red Fort', 'Banff National Park', 'Table Mountain', 'Iguazu Falls']",4,39,Female,UK,Family,High,Food,Car
95,96,93,"['Acropolis of Athens', 'Leaning Tower of Pisa', 'Kruger National Park', 'Kyoto Temples', 'Bora Bora', 'Dubrovnik Old Town', 'Victoria Falls']",174,5383,Cloudy,Low,Medium,Holiday,"['Acropolis of Athens', 'Leaning Tower of Pisa', 'Kruger National Park', 'Kyoto Temples', 'Bora Bora', 'Dubrovnik Old Town', 'Victoria Falls']",3,43,Female,Japan,Solo,High,Food,Bike
96,97,70,"['Machu Picchu', 'Uluru', 'Taj Mahal', 'Red Fort', 'Budapest Parliament', 'Iguazu Falls']",259,4224,Sunny,Low,Low,Holiday,"['Machu Picchu', 'Uluru', 'Taj Mahal', 'Red Fort', 'Budapest Parliament', 'Iguazu Falls']",2,54,Other,USA,Friends,Medium,Shopping,Bike
97,98,51,"['Sistine Chapel', 'Colosseum', 'Pyramids of Giza', 'Taj Mahal', 'Statue of Liberty', 'Prague Castle', 'Machu Picchu Citadel']",213,3718,Rainy,High,Medium,Festival,"['Sistine Chapel', 'Colosseum', 'Pyramids of Giza', 'Taj Mahal', 'Statue of Liberty', 'Prague Castle', 'Machu Picchu Citadel']",5,38,Female,China,Solo,Medium,Adventure,Taxi
98,99,80,"['Eiffel Tower', 'Roman Forum', 'Pyramid of the Sun', 'Amber Fort', 'Sagrada Familia', 'Santorini']",506,4419,Sunny,Medium,High,,"['Eiffel Tower', 'Roman Forum', 'Pyramid of the Sun', 'Amber Fort', 'Sagrada Familia', 'Santorini']",1,67,Male,UK,Family,Medium,Food,Walk
99,100,163,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Sistine Chapel', 'Pyramid of the Sun', 'Pyramids of Giza', 'Statue of Liberty', 'Kruger National Park']",480,1238,Sunny,Low,Medium,Festival,"['Eiffel Tower', 'Notre-Dame Cathedral', 'Sistine Chapel', 'Pyramid of the Sun', 'Pyramids of Giza', 'Statue of Liberty', 'Kruger National Park']",5,59,Female,India,Friends,Low,Food,Car
100,101,129,"['Eiffel Tower', 'Roman Forum', 'Golden Gate Bridge', 'Banff National Park', 'Bora Bora', 'Prague Castle', 'Berlin Wall']",514,6771,Snowy,High,Low,,"['Eiffel Tower', 'Roman Forum', 'Golden Gate Bridge', 'Banff National Park', 'Bora Bora', 'Prague Castle', 'Berlin Wall']",1,56,Other,Germany,Family,High,Food,Car
101,102,30,"['Statue of Liberty', 'Rocky Mountains', 'Santorini', 'Budapest Parliament']",262,7482,Cloudy,Medium,Low,Festival,"['Statue of Liberty', 'Rocky Mountains', 'Santorini', 'Budapest Parliament']",5,25,Male,India,Solo,Low,Shopping,Train
102,103,6,"['Times Square', 'Pyramids of Giza', 'Santorini']",585,8198,Snowy,High,Low,Festival,"['Times Square', 'Pyramids of Giza', 'Santorini']",4,36,Female,UK,Group,Low,Adventure,Bus
103,104,26,"['Pyramid of the Sun', 'Red Fort', 'Prague Castle', 'Iguazu Falls']",520,1663,Sunny,Low,Medium,,"['Pyramid of the Sun', 'Red Fort', 'Prague Castle', 'Iguazu Falls']",1,57,Other,China,Family,High,Nature,Bus
104,105,139,"['Times Square', 'Florence Cathedral', 'Table Mountain', 'Prague Castle', 'Yellowstone National Park', 'Machu Picchu Citadel', 'Berlin Wall']",204,7266,Sunny,Low,Low,Holiday,"['Times Square', 'Florence Cathedral', 'Table Mountain', 'Prague Castle', 'Yellowstone National Park', 'Machu Picchu Citadel', 'Berlin Wall']",5,67,Female,India,Solo,High,Relaxation,Train
105,106,121,"[""St. Peter's Basilica"", 'Forbidden City', 'Sydney Opera House', 'Pyramids of Giza', 'Sagrada Familia', 'Rocky Mountains', 'Berlin Wall']",516,3535,Snowy,Low,High,,"[""St. Peter's Basilica"", 'Forbidden City', 'Sydney Opera House', 'Pyramids of Giza', 'Sagrada Familia', 'Rocky Mountains', 'Berlin Wall']",3,28,Other,Germany,Family,Medium,Adventure,Car
106,107,8,"['Great Wall of China', 'Forbidden City', 'Golden Gate Bridge', 'Bora Bora', 'Machu Picchu Citadel', 'Iguazu Falls']",361,2886,Sunny,Medium,Medium,,"['Great Wall of China', 'Forbidden City', 'Golden Gate Bridge', 'Bora Bora', 'Machu Picchu Citadel', 'Iguazu Falls']",3,24,Female,USA,Family,Low,Adventure,Walk
107,108,30,"['Eiffel Tower', 'Forbidden City', 'Christ the Redeemer', 'Red Fort', 'Golden Gate Bridge', 'Machu Picchu Citadel']",387,1475,Rainy,Low,High,,"['Eiffel Tower', 'Forbidden City', 'Christ the Redeemer', 'Red Fort', 'Golden Gate Bridge', 'Machu Picchu Citadel']",5,25,Male,India,Solo,Low,Shopping,Train
108,109,26,"['Christ the Redeemer', 'Uluru', 'Mount Fuji', 'Santorini', 'Yellowstone National Park', 'Victoria Falls']",199,9987,Rainy,High,Low,Holiday,"['Christ the Redeemer', 'Uluru', 'Mount Fuji', 'Santorini', 'Yellowstone National Park', 'Victoria Falls']",2,57,Other,China,Family,High,Nature,Bus
109,110,167,"['Colosseum', 'Pyramid of the Sun', 'Statue of Liberty', 'Florence Cathedral', 'Grand Canyon']",377,5215,Rainy,Low,Medium,Holiday,"['Colosseum', 'Pyramid of the Sun', 'Statue of Liberty', 'Florence Cathedral', 'Grand Canyon']",3,18,Other,China,Friends,Low,Nature,Car
110,111,164,"['Notre-Dame Cathedral', 'Times Square', 'Machu Picchu', 'Christ the Redeemer', 'Florence Cathedral', 'Table Mountain', 'Dubrovnik Old Town']",298,2965,Snowy,High,High,Holiday,"['Notre-Dame Cathedral', 'Times Square', 'Machu Picchu', 'Christ the Redeemer', 'Florence Cathedral', 'Table Mountain', 'Dubrovnik Old Town']",1,66,Female,China,Family,Medium,Relaxation,Car
111,112,147,"['Notre-Dame Cathedral', ""St. Peter's Basilica"", 'Uluru', 'Sagrada Familia', 'Berlin Wall', 'Victoria Falls']",243,6775,Snowy,High,Low,,"['Notre-Dame Cathedral', ""St. Peter's Basilica"", 'Uluru', 'Sagrada Familia', 'Berlin Wall', 'Victoria Falls']",5,19,Other,Japan,Friends,High,Nature,Walk
112,113,58,"[""St. Peter's Basilica"", 'Sagrada Familia', 'Florence Cathedral', 'Berlin Wall']",339,1908,Sunny,High,Low,Festival,"[""St. Peter's Basilica"", 'Sagrada Familia', 'Florence Cathedral', 'Berlin Wall']",3,60,Male,France,Solo,High,Relaxation,Bus
113,114,98,"['Mount Fuji', 'Machu Picchu Citadel', 'Berlin Wall']",428,1128,Sunny,Low,Low,Festival,"['Mount Fuji', 'Machu Picchu Citadel', 'Berlin Wall']",5,26,Other,China,Friends,Low,Nature,Car
114,115,120,"['Christ the Redeemer', 'Amber Fort', 'Florence Cathedral', 'Table Mountain']",589,551,Snowy,High,Medium,,"['Christ the Redeemer', 'Amber Fort', 'Florence Cathedral', 'Table Mountain']",2,55,Other,Germany,Friends,High,Relaxation,Bus
115,116,154,"['Central Park', 'Uffizi Gallery', 'Table Mountain']",480,1413,Sunny,Low,High,Festival,"['Central Park', 'Uffizi Gallery', 'Table Mountain']",1,42,Other,France,Solo,Medium,Adventure,Bus
116,117,101,"['Red Fort', 'Kyoto Temples', 'Dubrovnik Old Town']",559,875,Rainy,High,Low,Holiday,"['Red Fort', 'Kyoto Temples', 'Dubrovnik Old Town']",3,44,Male,France,Group,High,Shopping,Walk
117,118,104,"['Colosseum', 'Temple of Karnak', 'Florence Cathedral', 'Banff National Park', 'Kyoto Temples', 'Mount Fuji']",482,5576,Rainy,High,High,Holiday,"['Colosseum', 'Temple of Karnak', 'Florence Cathedral', 'Banff National Park', 'Kyoto Temples', 'Mount Fuji']",2,51,Male,India,Group,Medium,Shopping,Bus
118,119,56,"['Times Square', 'Great Wall of China', 'Sydney Opera House', 'Sagrada Familia', 'Venice Canals', 'Iguazu Falls']",264,6998,Snowy,Low,High,,"['Times Square', 'Great Wall of China', 'Sydney Opera House', 'Sagrada Familia', 'Venice Canals', 'Iguazu Falls']",2,34,Male,USA,Solo,Medium,Adventure,Taxi
119,120,85,"['Eiffel Tower', 'Great Wall of China', 'Great Barrier Reef', 'Taj Mahal', 'Acropolis of Athens', 'Banff National Park', 'Bora Bora']",198,9191,Snowy,Medium,High,,"['Eiffel Tower', 'Great Wall of China', 'Great Barrier Reef', 'Taj Mahal', 'Acropolis of Athens', 'Banff National Park', 'Bora Bora']",3,47,Male,India,Friends,Medium,Food,Car
120,121,85,"['Notre-Dame Cathedral', 'Pyramids of Giza', 'Temple of Karnak', 'Kruger National Park', 'Mount Fuji']",488,8123,Snowy,Low,Medium,Festival,"['Notre-Dame Cathedral', 'Pyramids of Giza', 'Temple of Karnak', 'Kruger National Park', 'Mount Fuji']",5,47,Male,India,Friends,Medium,Food,Car
121,122,185,"['Notre-Dame Cathedral', 'Christ the Redeemer', 'Kruger National Park', 'Santorini']",382,2312,Rainy,High,Medium,Festival,"['Notre-Dame Cathedral', 'Christ the Redeemer', 'Kruger National Park', 'Santorini']",4,19,Female,UK,Friends,High,Relaxation,Taxi
122,123,188,"['Roman Forum', 'Mount Fuji', 'Prague Castle']",256,8227,Snowy,Medium,Medium,Holiday,"['Roman Forum', 'Mount Fuji', 'Prague Castle']",1,20,Other,India,Group,Medium,Nature,Train
123,124,73,"['Roman Forum', 'Statue of Liberty', 'Rocky Mountains', 'Yellowstone National Park']",150,2100,Snowy,Low,High,Festival,"['Roman Forum', 'Statue of Liberty', 'Rocky Mountains', 'Yellowstone National Park']",1,41,Female,UK,Friends,High,Nature,Taxi
124,125,126,"['Pyramid of the Sun', 'Uluru', 'Pyramids of Giza', 'Taj Mahal', 'Florence Cathedral', 'Yellowstone National Park', 'Dubrovnik Old Town']",350,9851,Rainy,High,Medium,Holiday,"['Pyramid of the Sun', 'Uluru', 'Pyramids of Giza', 'Taj Mahal', 'Florence Cathedral', 'Yellowstone National Park', 'Dubrovnik Old Town']",5,32,Male,Germany,Friends,Medium,Nature,Taxi
125,126,3,"['Roman Forum', 'Kyoto Temples', 'Iguazu Falls']",493,5417,Rainy,High,High,Holiday,"['Roman Forum', 'Kyoto Temples', 'Iguazu Falls']",3,19,Other,USA,Friends,High,Adventure,Taxi
126,127,20,"['Eiffel Tower', 'Bora Bora', 'Iguazu Falls']",152,7465,Snowy,Medium,Low,Holiday,"['Eiffel Tower', 'Bora Bora', 'Iguazu Falls']",1,57,Male,China,Solo,High,Food,Walk
127,128,71,"['Roman Forum', 'Forbidden City', 'Banff National Park', 'Table Mountain', 'Prague Castle', 'Victoria Falls']",181,1626,Snowy,Low,Medium,,"['Roman Forum', 'Forbidden City', 'Banff National Park', 'Table Mountain', 'Prague Castle', 'Victoria Falls']",2,41,Female,France,Family,High,Relaxation,Bus
128,129,108,"['Sistine Chapel', 'Uluru', 'Temple of Karnak', 'Iguazu Falls', 'Victoria Falls']",358,972,Sunny,High,Low,,"['Sistine Chapel', 'Uluru', 'Temple of Karnak', 'Iguazu Falls', 'Victoria Falls']",5,31,Other,USA,Friends,Low,Food,Walk
129,130,56,"['Sistine Chapel', 'Uffizi Gallery', 'Sagrada Familia', 'Golden Gate Bridge', 'Venice Canals']",249,9515,Sunny,High,High,Festival,"['Sistine Chapel', 'Uffizi Gallery', 'Sagrada Familia', 'Golden Gate Bridge', 'Venice Canals']",2,34,Male,USA,Solo,Medium,Adventure,Taxi
130,131,133,"['Eiffel Tower', 'Kruger National Park', 'Budapest Parliament']",440,3837,Cloudy,Low,Medium,,"['Eiffel Tower', 'Kruger National Park', 'Budapest Parliament']",1,69,Male,USA,Group,Medium,Shopping,Train
131,132,182,"['Great Wall of China', 'Central Park', 'Uluru', 'Amber Fort', 'Santorini']",419,2763,Snowy,High,Low,,"['Great Wall of China', 'Central Park', 'Uluru', 'Amber Fort', 'Santorini']",1,69,Female,China,Family,Medium,Food,Train
132,133,168,"['Notre-Dame Cathedral', 'Times Square', 'Great Wall of China', 'Uluru', 'Taj Mahal', 'Golden Gate Bridge', 'Santorini']",407,5812,Cloudy,Low,High,Festival,"['Notre-Dame Cathedral', 'Times Square', 'Great Wall of China', 'Uluru', 'Taj Mahal', 'Golden Gate Bridge', 'Santorini']",4,33,Male,Germany,Group,Low,Adventure,Walk
133,134,64,"['Uluru', 'Red Fort', 'Florence Cathedral', 'Table Mountain', 'Bora Bora', 'Prague Castle']",451,3817,Snowy,High,High,,"['Uluru', 'Red Fort', 'Florence Cathedral', 'Table Mountain', 'Bora Bora', 'Prague Castle']",4,25,Female,China,Group,Low,Nature,Bus
134,135,169,"['Christ the Redeemer', 'Budapest Parliament', 'Dubrovnik Old Town']",564,4809,Snowy,High,Medium,Holiday,"['Christ the Redeemer', 'Budapest Parliament', 'Dubrovnik Old Town']",3,45,Other,France,Friends,High,Adventure,Taxi
135,136,114,"['Terracotta Army', 'Kruger National Park', 'Berlin Wall']",441,5113,Sunny,High,Medium,,"['Terracotta Army', 'Kruger National Park', 'Berlin Wall']",3,19,Female,China,Family,High,Cultural,Taxi
136,137,143,"['Louvre Museum', 'Great Wall of China', 'Forbidden City', 'Acropolis of Athens', 'Florence Cathedral', 'Machu Picchu Citadel']",399,593,Cloudy,Low,Low,,"['Louvre Museum', 'Great Wall of China', 'Forbidden City', 'Acropolis of Athens', 'Florence Cathedral', 'Machu Picchu Citadel']",2,49,Male,France,Group,Medium,Nature,Car
137,138,176,"['Notre-Dame Cathedral', 'Times Square', 'Taj Mahal', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Yellowstone National Park', 'Dubrovnik Old Town']",587,9683,Sunny,High,Medium,Festival,"['Notre-Dame Cathedral', 'Times Square', 'Taj Mahal', 'Statue of Liberty', 'Leaning Tower of Pisa', 'Yellowstone National Park', 'Dubrovnik Old Town']",1,31,Other,China,Group,High,Relaxation,Taxi
138,139,64,"['Great Wall of China', 'Banff National Park', 'Rocky Mountains', 'Table Mountain', 'Budapest Parliament']",151,2948,Rainy,Low,High,Holiday,"['Great Wall of China', 'Banff National Park', 'Rocky Mountains', 'Table Mountain', 'Budapest Parliament']",5,25,Female,China,Group,Low,Nature,Bus
139,140,199,"['Statue of David', 'Uffizi Gallery', 'Taj Mahal', 'Florence Cathedral', 'Rocky Mountains', 'Budapest Parliament']",138,4143,Snowy,Medium,Medium,Festival,"['Statue of David', 'Uffizi Gallery', 'Taj Mahal', 'Florence Cathedral', 'Rocky Mountains', 'Budapest Parliament']",2,64,Other,France,Family,Low,Adventure,Train
140,141,113,"['Terracotta Army', 'Pyramids of Giza', 'Amber Fort', 'Leaning Tower of Pisa', 'Iguazu Falls']",336,1458,Cloudy,Low,Low,,"['Terracotta Army', 'Pyramids of Giza', 'Amber Fort', 'Leaning Tower of Pisa', 'Iguazu Falls']",2,25,Female,Japan,Family,High,Food,Bus
141,142,78,"['Central Park', 'Machu Picchu', 'Temple of Karnak', 'Banff National Park', 'Berlin Wall']",466,4794,Cloudy,Medium,High,Festival,"['Central Park', 'Machu Picchu', 'Temple of Karnak', 'Banff National Park', 'Berlin Wall']",5,68,Male,Germany,Group,Medium,Relaxation,Train
142,143,34,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Taj Mahal', 'Red Fort', 'Rocky Mountains', 'Iguazu Falls']",596,838,Cloudy,Medium,Low,Festival,"['Notre-Dame Cathedral', 'Sistine Chapel', 'Taj Mahal', 'Red Fort', 'Rocky Mountains', 'Iguazu Falls']",5,29,Male,China,Friends,High,Shopping,Train
143,144,180,"[""St. Peter's Basilica"", 'Central Park', 'Florence Cathedral']",139,8017,Cloudy,Medium,High,Festival,"[""St. Peter's Basilica"", 'Central Park', 'Florence Cathedral']",2,38,Female,France,Solo,Low,Relaxation,Train
144,145,190,"['Sistine Chapel', 'Central Park', 'Sydney Opera House', 'Great Barrier Reef', 'Venice Canals', 'Kruger National Park']",473,5538,Snowy,Medium,Medium,Holiday,"['Sistine Chapel', 'Central Park', 'Sydney Opera House', 'Great Barrier Reef', 'Venice Canals', 'Kruger National Park']",4,35,Other,Germany,Group,High,Nature,Bus
145,146,42,"['Sistine Chapel', 'Amber Fort', 'Florence Cathedral']",523,3145,Sunny,Low,Medium,Festival,"['Sistine Chapel', 'Amber Fort', 'Florence Cathedral']",2,23,Female,UK,Family,Medium,Adventure,Bus
146,147,165,"['Louvre Museum', 'Machu Picchu', 'Temple of Karnak', 'Sagrada Familia', 'Banff National Park', 'Table Mountain']",161,9728,Sunny,High,High,Holiday,"['Louvre Museum', 'Machu Picchu', 'Temple of Karnak', 'Sagrada Familia', 'Banff National Park', 'Table Mountain']",3,68,Male,UK,Friends,Medium,Nature,Walk
147,148,5,"['Central Park', 'Sydney Opera House', 'Taj Mahal', 'Amber Fort', 'Kyoto Temples']",396,8262,Snowy,High,High,Holiday,"['Central Park', 'Sydney Opera House', 'Taj Mahal', 'Amber Fort', 'Kyoto Temples']",1,65,Other,Japan,Solo,Low,Cultural,Train
148,149,178,"['Great Wall of China', 'Sistine Chapel', 'Terracotta Army', 'Great Barrier Reef', 'Iguazu Falls']",461,3400,Cloudy,High,Low,Holiday,"['Great Wall of China', 'Sistine Chapel', 'Terracotta Army', 'Great Barrier Reef', 'Iguazu Falls']",2,25,Male,Japan,Friends,Low,Food,Walk
149,150,121,"['Great Wall of China', 'Uluru', 'Yellowstone National Park']",239,5758,Rainy,High,Medium,,"['Great Wall of China', 'Uluru', 'Yellowstone National Park']",1,28,Other,Germany,Family,Medium,Adventure,Car
150,151,167,"['Louvre Museum', 'Sistine Chapel', 'Terracotta Army', 'Santorini', 'Yellowstone National Park']",154,2964,Cloudy,Medium,Medium,Festival,"['Louvre Museum', 'Sistine Chapel', 'Terracotta Army', 'Santorini', 'Yellowstone National Park']",3,18,Other,China,Friends,Low,Nature,Car
151,152,115,"['Louvre Museum', 'Venice Canals', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Kyoto Temples', 'Prague Castle', 'Budapest Parliament']",309,5836,Rainy,Low,Medium,Holiday,"['Louvre Museum', 'Venice Canals', 'Florence Cathedral', 'Leaning Tower of Pisa', 'Kyoto Temples', 'Prague Castle', 'Budapest Parliament']",1,50,Male,France,Family,High,Shopping,Train
152,153,12,"['Eiffel Tower', 'Uffizi Gallery', 'Christ the Redeemer', 'Machu Picchu Citadel', 'Victoria Falls']",257,2637,Cloudy,Low,High,Festival,"['Eiffel Tower', 'Uffizi Gallery', 'Christ the Redeemer', 'Machu Picchu Citadel', 'Victoria Falls']",4,47,Female,UK,Solo,High,Cultural,Train
153,154,56,"['Colosseum', 'Times Square', 'Venice Canals', 'Florence Cathedral', 'Rocky Mountains']",324,5660,Sunny,Low,Low,Festival,"['Colosseum', 'Times Square', 'Venice Canals', 'Florence Cathedral', 'Rocky Mountains']",5,34,Male,USA,Solo,Medium,Adventure,Taxi
154,155,27,"['Uffizi Gallery', 'Budapest Parliament', 'Iguazu Falls']",194,5512,Sunny,Low,High,Holiday,"['Uffizi Gallery', 'Budapest Parliament', 'Iguazu Falls']",2,60,Female,USA,Friends,Medium,Cultural,Bike
155,156,99,"['Great Wall of China', 'Eiffel Tower', 'Sistine Chapel', 'Taj Mahal', 'Iguazu Falls', 'Berlin Wall']",237,1188,Snowy,High,High,,"['Great Wall of China', 'Eiffel Tower', 'Sistine Chapel', 'Taj Mahal', 'Iguazu Falls', 'Berlin Wall']",4,35,Other,Japan,Group,High,Food,Taxi
156,157,191,"['Louvre Museum', 'Christ the Redeemer', 'Golden Gate Bridge', 'Grand Canyon']",521,7716,Cloudy,Low,Medium,Holiday,"['Louvre Museum', 'Christ the Redeemer', 'Golden Gate Bridge', 'Grand Canyon']",5,51,Male,Germany,Friends,High,Food,Train
157,158,166,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Acropolis of Athens', 'Banff National Park', 'Mount Fuji', 'Dubrovnik Old Town']",176,8008,Cloudy,Low,Medium,,"['Notre-Dame Cathedral', 'Uffizi Gallery', 'Acropolis of Athens', 'Banff National Park', 'Mount Fuji', 'Dubrovnik Old Town']",1,44,Male,Germany,Solo,Medium,Relaxation,Train
158,159,107,"[""St. Peter's Basilica"", 'Leaning Tower of Pisa', 'Mount Fuji', 'Machu Picchu Citadel', 'Iguazu Falls']",597,3353,Cloudy,Medium,Medium,Festival,"[""St. Peter's Basilica"", 'Leaning Tower of Pisa', 'Mount Fuji', 'Machu Picchu Citadel', 'Iguazu Falls']",4,39,Female,UK,Family,High,Food,Car
159,160,103,"['Louvre Museum', 'Times Square', 'Uluru', 'Pyramids of Giza', 'Acropolis of Athens', 'Venice Canals', 'Budapest Parliament']",420,9475,Cloudy,Low,Medium,,"['Louvre Museum', 'Times Square', 'Uluru', 'Pyramids of Giza', 'Acropolis of Athens', 'Venice Canals', 'Budapest Parliament']",4,47,Female,USA,Family,Low,Shopping,Walk
160,161,157,"['Prague Castle', 'Yellowstone National Park', 'Dubrovnik Old Town']",254,8114,Rainy,Medium,Low,Festival,"['Prague Castle', 'Yellowstone National Park', 'Dubrovnik Old Town']",4,52,Other,Japan,Group,Low,Food,Bus
161,162,41,"['Great Wall of China', 'Leaning Tower of Pisa', 'Berlin Wall']",457,6855,Rainy,High,Medium,,"['Great Wall of China', 'Leaning Tower of Pisa', 'Berlin Wall']",4,29,Female,Germany,Friends,High,Shopping,Train
